identifier	name	participants	participatingComplex	pubMedIdentifiers
R-HSA-446693	"IL1R1:IL1:IL1RAP:p-T342,T345,S346-IRAK4:MYD88 dimer:TOLLIP:IRAK1 [plasma membrane]"	uniprot:Q9H0E2|uniprot:Q9NPH3-1|uniprot:P01584|uniprot:P01583|uniprot:P14778|uniprot:Q99836|uniprot:Q9NWZ3|uniprot:P51617	R-HSA-446643|R-HSA-445758|R-HSA-445755|R-HSA-193932	8599092|9430229
R-HSA-446696	"IL1R1:IL1:IL1RAP:p-T342,T345,S346-IRAK4:MYD88 dimer:TOLLIP:p-2S,S376,T,T209,T378-IRAK1 [plasma membrane]"	uniprot:Q9H0E2|uniprot:Q9NPH3-1|uniprot:P01584|uniprot:P01583|uniprot:P14778|uniprot:Q99836|uniprot:Q9NWZ3|uniprot:P51617	R-HSA-446643|R-HSA-445758|R-HSA-445755|R-HSA-193932	14625308|18347055|11923871|17337443|10217414
R-HSA-446864	"IL1R1:IL1:IL1RAP:p-T342,T345,S346-IRAK4:MYD88 dimer:TOLLIP:p-2S,S376,T,T209,T378-IRAK1:TRAF6 [plasma membrane]"	uniprot:Q9Y4K3|uniprot:Q9H0E2|uniprot:Q9NPH3-1|uniprot:P01584|uniprot:P01583|uniprot:P14778|uniprot:Q99836|uniprot:Q9NWZ3|uniprot:P51617	R-HSA-446696|R-HSA-446643|R-HSA-445758|R-HSA-445755|R-HSA-193932	8837778|11287640|18070982|12140561
R-HSA-446878	"TAK1 complex [cytosol]"	uniprot:Q15750|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:O43318	-	14670075|11460167
R-HSA-446888	"IL1R1:IL1:IL1RAP:IRAK4:MYD88 dimer:TOLLIP [plasma membrane]"	uniprot:Q9H0E2|uniprot:Q9NWZ3|uniprot:Q9NPH3-1|uniprot:P01584|uniprot:P01583|uniprot:P14778|uniprot:Q99836	R-HSA-446637|R-HSA-450120|R-HSA-445758|R-HSA-445755|R-HSA-193932	10854325|17113392
R-HSA-447021	"CHL1:Ankyrin-G [plasma membrane]"	uniprot:P16157|uniprot:O00533	-	-
R-HSA-447023	"NrCAM:Ankyrin-G [plasma membrane]"	uniprot:P16157|uniprot:Q92823	-	-
R-HSA-447102	"IL12A:IL12B [extracellular region]"	uniprot:P29459|uniprot:P29460	-	1578138|9498755|26972013
R-HSA-447142	"IL17A dimer [extracellular region]"	uniprot:Q16552	-	-
R-HSA-447186	"IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 [plasma membrane]"	uniprot:P29597|uniprot:P42701|uniprot:Q9NPF7|uniprot:P29460|uniprot:Q5VWK5|uniprot:O60674	R-HSA-8950046|R-HSA-447217|R-HSA-8950151	16200070|15657292|18680750|17010592|16482511|11114383|16473830|12023369|16698929
R-HSA-447217	"IL12B:IL23A [extracellular region]"	uniprot:Q9NPF7|uniprot:P29460	-	18840671|18680750|16138901|20699468|12947981
R-HSA-448361	"IL25 dimer [extracellular region]"	uniprot:Q9H293	-	-
R-HSA-448378	"IL25 dimer:IL17RA:IL17RB [plasma membrane]"	uniprot:Q96F46|uniprot:Q9H293|uniprot:Q9NRM6	R-HSA-448361	18768888
R-HSA-448390	"IL17A:IL17F [extracellular region]"	uniprot:Q96PD4|uniprot:Q16552	-	-
R-HSA-448396	"IL17F dimer [extracellular region]"	uniprot:Q96PD4	-	-
R-HSA-448403	"IL17RA:IL17RC:IL17A dimer,L17F dimer,IL17A:IL17F [plasma membrane]"	uniprot:Q16552|uniprot:Q96PD4|uniprot:Q8NAC3|uniprot:Q96F46	-	11574464|16397230|16785495|19838198|8777726|23695682
R-HSA-448410	"IL17C dimer [extracellular region]"	uniprot:Q9P0M4	-	-
R-HSA-448411	"IL22:IL22RA1:JAK1 [plasma membrane]"	uniprot:P23458|uniprot:Q8N6P7|uniprot:Q9GZX6	R-HSA-8987233	10875937|11481447|18599299|15120653
R-HSA-448431	"IL27:EBI3:IL27RA:JAK1:IL6ST:JAK1,JAK2,(TYK2) [plasma membrane]"	uniprot:P40189|uniprot:P29597|uniprot:P23458|uniprot:O60674|uniprot:Q6UWB1|uniprot:Q8NEV9|uniprot:Q14213	R-HSA-1067690|R-HSA-8950163|R-HSA-448442	27119567|14764690|24771852
R-HSA-448442	"IL27:EBI3 [extracellular region]"	uniprot:Q8NEV9|uniprot:Q14213	-	27119567|12121660|8551575|9342359
R-HSA-448565	"IL31:IL31RA:JAK1:OSMR:JAK1 [plasma membrane]"	uniprot:Q8NI17|uniprot:P23458|uniprot:Q6EBC2|uniprot:Q99650	R-HSA-8983441|R-HSA-8983439|R-HSA-8983748	26306032|15627637|19920145
R-HSA-448571	"IL33:IL1RL1:IL1RAP-1 [plasma membrane]"	uniprot:Q9NPH3-1|uniprot:O95760|uniprot:Q01638	R-HSA-448601	23980170|19836339
R-HSA-448601	"IL1RL1:IL33 [plasma membrane]"	uniprot:O95760|uniprot:Q01638	-	17675517|26784265|23306193|24230466|19559631|16286016|17185418|18688256|19836339
R-HSA-448628	"IL34 dimer [extracellular region]"	uniprot:Q6ZMJ4	-	22579672|20051473|22483114|18467591
R-HSA-448637	"IFNL1:IFNLR1:JAK1:IL10RB:TYK2 [plasma membrane]"	uniprot:Q8IU54|uniprot:Q8IU57|uniprot:P23458|uniprot:Q08334|uniprot:P29597	R-HSA-8987216|R-HSA-6784360	21716315|12469119|12483210|23291588|20712454|15166220
R-HSA-448647	"IL32:PRTN3 [cytosol]"	uniprot:P24158|uniprot:P24001	-	15664165|16488976|19137064
R-HSA-448691	"Caspase-1 tetramer [cytosol]"	uniprot:P29466	R-HSA-448695	12096920|24481253|18390730|11145836|8044845
R-HSA-448695	"CASP1(120-197):CASP1(317-404) [cytosol]"	uniprot:P29466	-	8044845
R-HSA-448724	"IL20RA:JAK1:IL20RB [plasma membrane]"	uniprot:Q6UXL0|uniprot:P23458|uniprot:Q9UHF4	R-HSA-8987071	22802649|12351624|25421700|11564763|11163236
R-HSA-448727	"IL22RA1:JAK1:IL20RB [plasma membrane]"	uniprot:Q6UXL0|uniprot:P23458|uniprot:Q8N6P7	R-HSA-8987233	-
R-HSA-448735	"IL24:IL22RA1:JAK1:IL20RB [plasma membrane]"	uniprot:Q13007|uniprot:Q6UXL0|uniprot:P23458|uniprot:Q8N6P7	R-HSA-448727|R-HSA-8987233	12351624|11564763
R-HSA-448738	"IL22RA2:IL22 [extracellular region]"	uniprot:Q969J5|uniprot:Q9GZX6	-	11390453|11481447|11390454|19285080
R-HSA-448743	"IL19:IL20RA:JAK1:IL20RB [plasma membrane]"	uniprot:Q6UXL0|uniprot:P23458|uniprot:Q9UHF4|uniprot:Q9UHD0	R-HSA-448724|R-HSA-8987071	22802649|12351624|25421700|11196675|14580208|11163236
R-HSA-448874	"phospho p38:phospho MEF2 [nucleoplasm]"	uniprot:Q14814|uniprot:Q02080|uniprot:Q06413|uniprot:Q02078|uniprot:Q16539|uniprot:Q15759|uniprot:P53778	-	9069290|10330143|9858528|9988769|10805738
R-HSA-448875	"Cadherin-catenin:CDO:BOC:Bnip2:CDC42-GTP [plasma membrane]"	chebi:15996|uniprot:P60953|uniprot:Q4KMG0|uniprot:Q9BWV1-1|uniprot:P55283|uniprot:P19022|uniprot:P55291|uniprot:P35222|uniprot:P35221|uniprot:P26232|uniprot:Q12982	R-HSA-182921|R-HSA-376008|R-HSA-375092|R-HSA-375094|R-HSA-448888|R-HSA-448876	18678706
R-HSA-448876	"Cadherin:Catenin [plasma membrane]"	uniprot:P55283|uniprot:P19022|uniprot:P55291|uniprot:P35222|uniprot:P35221|uniprot:P26232	-	-
R-HSA-448877	"MyoD:phospho-E:phospho MEF2 [nucleoplasm]"	uniprot:P13349|uniprot:P15172|uniprot:P23409|uniprot:P15173|uniprot:Q99081|uniprot:P15884|uniprot:P15923|uniprot:Q14814|uniprot:Q02080|uniprot:Q06413|uniprot:Q02078	R-HSA-448886	9418854
R-HSA-448880	"Netrin-3:Neogenin [plasma membrane]"	uniprot:Q92859|uniprot:O00634	-	-
R-HSA-448881	"pp38 alpha/beta/gamma:ABL1:JLP:CDO complex [plasma membrane]"	uniprot:P00519|uniprot:O60271|chebi:15996|uniprot:P60953|uniprot:Q4KMG0|uniprot:Q9BWV1-1|uniprot:P55283|uniprot:P19022|uniprot:P55291|uniprot:P35222|uniprot:P35221|uniprot:P26232|uniprot:Q12982|uniprot:Q16539|uniprot:Q15759|uniprot:P53778	R-HSA-449191|R-HSA-376011|R-HSA-448875|R-HSA-182921|R-HSA-376008|R-HSA-375092|R-HSA-375094|R-HSA-448888|R-HSA-448876	-
R-HSA-448886	"Myod:phospho-E heterodimers [nucleoplasm]"	uniprot:P13349|uniprot:P15172|uniprot:P23409|uniprot:P15173|uniprot:Q99081|uniprot:P15884|uniprot:P15923	-	-
R-HSA-448887	"p38 alpha/beta/gamma:ABL1:JLP:CDO complex [plasma membrane]"	uniprot:Q16539|uniprot:P53778|uniprot:Q15759|uniprot:P00519|uniprot:O60271|chebi:15996|uniprot:P60953|uniprot:Q4KMG0|uniprot:Q9BWV1-1|uniprot:P55283|uniprot:P19022|uniprot:P55291|uniprot:P35222|uniprot:P35221|uniprot:P26232|uniprot:Q12982	R-HSA-449191|R-HSA-376011|R-HSA-448875|R-HSA-182921|R-HSA-376008|R-HSA-375092|R-HSA-375094|R-HSA-448888|R-HSA-448876	-
R-HSA-448888	"Trans-cadherin homodimers [plasma membrane]"	uniprot:P55283|uniprot:P19022|uniprot:P55291|uniprot:P35222|uniprot:P35221|uniprot:P26232	R-HSA-448876	-
R-HSA-449069	"CD4:IL16(1212-1332) [plasma membrane]"	uniprot:P01730|uniprot:Q14005	-	10857846|19265505|7615501|10779741|10438516
R-HSA-449116	"TXLNA:STX1A [plasma membrane]"	uniprot:P40222|uniprot:Q16623	-	12558796|8327514|17015757
R-HSA-449120	"IL15RA:IL15:IL2RB:JAK1:IL2RG:JAK3 [plasma membrane]"	uniprot:P52333|uniprot:P31785|uniprot:P14784|uniprot:P23458|uniprot:Q13261|uniprot:P40933	R-HSA-451911|R-HSA-451905|R-HSA-8983124	7641685|7568001|8026467|8530383
R-HSA-449191	"ABL1:JLP:CDO complex [plasma membrane]"	uniprot:P00519|uniprot:O60271|chebi:15996|uniprot:P60953|uniprot:Q4KMG0|uniprot:Q9BWV1-1|uniprot:P55283|uniprot:P19022|uniprot:P55291|uniprot:P35222|uniprot:P35221|uniprot:P26232|uniprot:Q12982	R-HSA-376011|R-HSA-448875|R-HSA-182921|R-HSA-376008|R-HSA-375092|R-HSA-375094|R-HSA-448888|R-HSA-448876	10601328|19564926
R-HSA-449326	"ALG13:ALG14 [endoplasmic reticulum membrane]"	uniprot:Q96F25|uniprot:Q9NP73	-	-
R-HSA-449518	"CDC42:GTP [plasma membrane]"	chebi:15996|uniprot:P60953	-	16966330|14724572
R-HSA-449785	"IL9:IL9R:JAK1:IL2RG:JAK3 [plasma membrane]"	uniprot:P52333|uniprot:P31785|uniprot:Q01113|uniprot:P23458|uniprot:P15248	R-HSA-451911|R-HSA-8985962	21439476|1376929|25297818|7718508|15143194
R-HSA-449798	"IL13:IL13RA2 [extracellular region]"	uniprot:Q14627|uniprot:P35225	-	9083087|11313257|21858811|8663118|9725226
R-HSA-449799	"IL11RA:IL11 [plasma membrane]"	uniprot:Q14626|uniprot:P20809	-	8360477|7670098|9560294|7957045
R-HSA-449802	"IL10 dimer:2xIL10RA:JAK1 [plasma membrane]"	uniprot:P22301|uniprot:Q13651|uniprot:P23458	R-HSA-449854|R-HSA-6783816	8407942|12374810|11244051|8120391
R-HSA-449832	"IL10 dimer:2xIL10RA:JAK1:2xIL10RB:TYK2 [plasma membrane]"	uniprot:P22301|uniprot:Q13651|uniprot:P23458|uniprot:Q08334|uniprot:P29597	R-HSA-449802|R-HSA-449854|R-HSA-6783816|R-HSA-6784360	9312047|16982608|15120645|9463407
R-HSA-449854	"IL10 dimer [extracellular region]"	uniprot:P22301	-	8897595|9836587
R-HSA-449862	"Cathepsin L1 [extracellular region]"	uniprot:P07711	-	3342889|7043200
R-HSA-449923	"PPA2 dimer [mitochondrial matrix]"	uniprot:Q9H2U2	-	-
R-HSA-449948	"IL6RA:IL6:IL6RB:JAKs [plasma membrane]"	uniprot:Q14626|uniprot:P20809|uniprot:P40189|uniprot:P29597|uniprot:P23458|uniprot:O60674	R-HSA-449799|R-HSA-1067690	8637716|7957045
R-HSA-449967	"IL7:IL7R:JAK1:IL2RG:JAK3 [plasma membrane]"	uniprot:P52333|uniprot:P31785|uniprot:P23458|uniprot:P16871|uniprot:P13232	R-HSA-451911|R-HSA-449983|R-HSA-1264843	8266077|8128231
R-HSA-449983	"IL7:IL7R:JAK1 [plasma membrane]"	uniprot:P23458|uniprot:P16871|uniprot:P13232	R-HSA-1264843	19141282|2317865|2324686
R-HSA-450048	"IL3:IL3RA [plasma membrane]"	uniprot:P08700|uniprot:P26951	-	1833064
R-HSA-450056	"IL5 homodimer:IL5RA [plasma membrane]"	uniprot:P05113|uniprot:Q01344	R-HSA-913383	1833065|8496674|9516124
R-HSA-450064	"IL3:IL3RA:IL3RB:JAK2 [plasma membrane]"	uniprot:P32927|uniprot:O60674|uniprot:P08700|uniprot:P26951	R-HSA-879945|R-HSA-450048	1833064|8649415|18692472|10477686
R-HSA-450065	"IL2:IL2RA:IL2RB:JAK1 [plasma membrane]"	uniprot:P14784|uniprot:P23458|uniprot:P01589|uniprot:P60568	R-HSA-451905|R-HSA-538993	16477002|15178252
R-HSA-450080	"IL2:IL2R trimer:JAK1:JAK3 [plasma membrane]"	uniprot:P52333|uniprot:P31785|uniprot:P14784|uniprot:P23458|uniprot:P01589|uniprot:P60568	R-HSA-451911|R-HSA-450065|R-HSA-451905|R-HSA-538993	16477002|16293754|15178252
R-HSA-450089	"GLUT1:ATP tetramer [plasma membrane]"	uniprot:P11166|chebi:30616	R-HSA-70400	17635959
R-HSA-450120	"IL1R1:IL1:IL1RAP:MYD88 dimer [plasma membrane]"	uniprot:Q9NPH3-1|uniprot:P01584|uniprot:P01583|uniprot:P14778|uniprot:Q99836	R-HSA-445758|R-HSA-445755|R-HSA-193932	16831874|17507369|17890055|9430229
R-HSA-450121	"p-2S,S376,T,T209,T387-IRAK1:TRAF6 [cytosol]"	uniprot:P51617|uniprot:Q9Y4K3	-	16831874|17890055|9430229
R-HSA-450144	"hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1 [cytosol]"	uniprot:Q9Y4K3|uniprot:P51617|uniprot:P61088|uniprot:Q13404	R-HSA-450147|R-HSA-202463	17135271
R-HSA-450147	"hp-IRAK1:K63polyUb-TRAF6 [cytosol]"	uniprot:Q9Y4K3|uniprot:P51617	-	-
R-HSA-450159	"hp-IRAK1:3xTRAF6 [cytosol]"	uniprot:Q9Y4K3|uniprot:P51617	R-HSA-450121	12566447|18070982|17063183|10908665
R-HSA-450185	"hp-IRAK1:K6-poly-Ub oligo-TRAF6:TAK1 complex [cytosol]"	uniprot:Q15750|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:O43318|uniprot:Q9Y4K3|uniprot:P51617	R-HSA-446878|R-HSA-8948065|R-HSA-450147	10882101|15327770|19675569
R-HSA-450186	"hp-IRAK1:K63polyUboligo-TRAF6:Activated TAK1 complex [cytosol]"	uniprot:Q9Y4K3|uniprot:P51617|uniprot:P61088|uniprot:Q13404|uniprot:Q15750|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:O43318	R-HSA-450144|R-HSA-450147|R-HSA-202463|R-HSA-446878	15327770|10702308|14633987
R-HSA-450191	"GRIK 2 homomer [plasma membrane]"	uniprot:Q13002|uniprot:P61601|uniprot:P78352|uniprot:P0DP23|uniprot:Q12959|uniprot:Q92796|chebi:17996	R-HSA-450890	-
R-HSA-450196	"GRIK 3 homomer [plasma membrane]"	uniprot:Q13003|chebi:17996	-	-
R-HSA-450205	"GRIK5 heteromer with GRIk1/2/3 [plasma membrane]"	uniprot:Q16478|uniprot:Q13003|uniprot:Q13002|uniprot:P39086|chebi:17996	-	-
R-HSA-450206	"GRIK4 heteromer with GRIK1/2/3 [plasma membrane]"	uniprot:Q13003|uniprot:Q13002|uniprot:P39086|uniprot:Q16099|chebi:17996|uniprot:P78352|uniprot:Q92796	R-HSA-450889	-
R-HSA-450209	"GRIK1 homomer [plasma membrane]"	chebi:17996|uniprot:P39086	-	-
R-HSA-450210	"GRIK1 and 2 heterotetramer [plasma membrane]"	uniprot:Q13002|chebi:17996|uniprot:P39086	-	-
R-HSA-450213	"p-p38 MAPK: MAPKAPK2,3 [nucleoplasm]"	uniprot:Q16539|uniprot:Q15759|uniprot:Q16644|uniprot:P49137	-	7535770|8622669
R-HSA-450241	"p-p38 MAPK: p-S272,T222,T334-MAPKAPK2, p-S,2T-MAPKAPK3 [cytosol]"	uniprot:Q16539|uniprot:Q15759|uniprot:P49137|uniprot:Q16644	-	9768359|12171911
R-HSA-450254	"p-p38 MAPK:p-MAPKAPK2/3 [nucleoplasm]"	uniprot:Q16644|uniprot:P49137|uniprot:Q16539|uniprot:Q15759	-	8622688|15287722|8626550|8846784|8774846|17395714|17255097|12171911
R-HSA-450262	"p-2S-cJUN:p-2T-ATF2 [nucleoplasm]"	uniprot:P15336|uniprot:P05412	-	9030721
R-HSA-450269	"p38 MAPK:MAPKAPK2,3 [nucleoplasm]"	uniprot:Q16539|uniprot:Q15759|uniprot:Q16644|uniprot:P49137	-	-
R-HSA-450277	"TAB1:TAB2,TAB3:TAK1 [cytosol]"	uniprot:Q15750|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:O43318	-	-
R-HSA-450306	"2xp-S477,S479-IRF7 [nucleoplasm]"	uniprot:Q92985	-	11073981|12604599|20043992|20696886
R-HSA-450309	"viral dsRNA:TLR3:TICAM1:K63pUb-TRAF6 [endosome membrane]"	uniprot:Q9Y4K3|uniprot:O15455|uniprot:Q8IUC6	R-HSA-168907|R-HSA-167985	17135271|19675569
R-HSA-450327	"p-2S-cJUN:p-2S,2T-cFOS [nucleoplasm]"	uniprot:P05412|uniprot:P01100	-	9030721|7816143
R-HSA-450344	"p-2S-IRF7:p-2S-IRF7 [cytosol]"	uniprot:Q92985	-	11073981|12604599|20043992
R-HSA-450365	"TTP:mRNA Complex [cytosol]"	uniprot:P26651|uniprot:Q92973	-	12705825|10330172|18367721|12646273|12639954|15117938|17369404|17133347|12324455|19729507
R-HSA-450375	"Phosphorylated AUF1 p40 Dimer [cytosol]"	uniprot:Q14103-3	-	-
R-HSA-450378	"Phosphorylated BRF1 (Ser92, Ser203):mRNA Complex [cytosol]"	uniprot:Q07352	-	15538381|17030608|12198173
R-HSA-450395	"HuR with Unknown Phosphorylation: mRNA Complex [nucleoplasm]"	uniprot:Q15717	-	18285462|17517897|16484227|11018049|17392515|14981256|11834731
R-HSA-450417	"Ubiquitinated AUF1 Tetramer [cytosol]"	uniprot:Q14103-3|uniprot:Q14103-4	-	10559216|11842200|12136087|10205060
R-HSA-450420	"Phosphorylated TTP:mRNA:14-3-3 Complex [cytosol]"	uniprot:P31946|uniprot:Q92973|uniprot:P26651	R-HSA-450541	15014438|15944294|18481987|14688255
R-HSA-450430	"BRF1:mRNA Degradation Complex [cytosol]"	uniprot:Q9NQT5|uniprot:Q9Y3B2|uniprot:Q06265|uniprot:Q5RKV6|uniprot:Q9NQT4|uniprot:Q15024|uniprot:Q9NPD3|uniprot:Q96B26|uniprot:Q9Y2L1|uniprot:Q13868|uniprot:Q8IU60|uniprot:Q07352|uniprot:Q8IZH2|uniprot:Q9NPI6	R-HSA-429971|R-HSA-430046|R-HSA-450589	11719186|15687258|17369404|14976220
R-HSA-450436	"TTP:mRNA Degradation Complex [cytosol]"	uniprot:Q9NQT5|uniprot:Q9Y3B2|uniprot:Q06265|uniprot:Q5RKV6|uniprot:Q9NQT4|uniprot:Q15024|uniprot:Q9NPD3|uniprot:Q96B26|uniprot:Q9Y2L1|uniprot:Q13868|uniprot:Q8IU60|uniprot:P26651|uniprot:Q92973|uniprot:Q8IZH2|uniprot:Q9NPI6	R-HSA-429971|R-HSA-430046|R-HSA-450365	11719186|15687258|17133347|12748283
R-HSA-450446	"Phosphorylated KSRP (Ser193):14-3-3zeta Complex [nucleoplasm]"	uniprot:Q92945|uniprot:P63104	-	17177604|19198587
R-HSA-450451	"AUF1 Tetramer (isoform p37 or p40) [cytosol]"	uniprot:Q14103-3|uniprot:Q14103-4	-	10559216
R-HSA-450458	"Ubiquitinated AUF1 Tetramer: Destabilized mRNA Complex [cytosol]"	uniprot:Q14103-3|uniprot:Q14103-4	R-HSA-450417	10559216|12819195|11842200|12136087|10205060
R-HSA-450479	"KSRP:mRNA Degradation Complex [cytosol]"	uniprot:Q9NQT5|uniprot:Q9Y3B2|uniprot:Q06265|uniprot:Q5RKV6|uniprot:Q9NQT4|uniprot:Q15024|uniprot:Q9NPD3|uniprot:Q96B26|uniprot:Q9Y2L1|uniprot:Q13868|uniprot:Q92945|uniprot:Q8IU60|uniprot:O95453	R-HSA-429971|R-HSA-430046|R-HSA-450608	11719186|15175153|16648466
R-HSA-450502	"Phosphorylated BRF1 (Ser54, Ser92, Ser203):mRNA Complex [cytosol]"	uniprot:Q07352	-	15538381|17030608|18326031
R-HSA-450512	"HuR with Unknown Phosphorylation: mRNA Complex [cytosol]"	uniprot:Q15717|ensembl:ENST00000427067|ensembl:ENST00000014914	-	18285462|17392515
R-HSA-450537	"HuR:APRIL:pp32:SET(SETalpha):Nup214(SETbeta):CRM1 [nucleoplasm]"	uniprot:P35658|uniprot:P39687|uniprot:Q01105|uniprot:Q15717|uniprot:O14980|uniprot:O75888	-	11018049|19130553|17178712
R-HSA-450539	"AUF1 p37 Dimer [cytosol]"	uniprot:Q14103-4	-	10559216
R-HSA-450541	"Phosphorylated TTP:mRNA Complex [cytosol]"	uniprot:Q92973|uniprot:P26651	-	16262601|15014438|15944294|18481987|14688255
R-HSA-450585	"Phosphorylated BRF1 (Ser92, Ser203):mRNA:14-3-3 Complex [cytosol]"	uniprot:P31946|uniprot:Q07352	R-HSA-450378	15538381|17030608|18326031
R-HSA-450589	"BRF1:mRNA Complex [cytosol]"	uniprot:Q07352	-	15538381|17030608|15687258|12198173|18326031
R-HSA-450598	"AUF1 Tetramer: Destabilized mRNA Complex [cytosol]"	uniprot:Q14103-3|uniprot:Q14103-4	R-HSA-450451	18573886|15257295|12944492|11124962|10559216|18240226|12819195|9346902|14976220|19074427|12819194|17486099|8246982
R-HSA-450608	"KSRP:mRNA Complex [cytosol]"	uniprot:Q92945	-	17177604|15514971|19141871|18684992|19854161
R-HSA-450623	"AUF1 Complexed with Translation and Heat Shock Proteins [cytosol]"	uniprot:Q14103-3|uniprot:Q14103-4|uniprot:P11940|uniprot:P04792|uniprot:P11142|uniprot:Q04637|uniprot:P0DMV8	R-HSA-450598|R-HSA-450451	16556936|18573886|12819195|10205060
R-HSA-450663	"pyruvate kinase M1 complex [cytosol]"	uniprot:P14618-2|chebi:18420|chebi:29103	-	15996096
R-HSA-450889	"GRIK4 interacting proteins [plasma membrane]"	uniprot:P78352|uniprot:Q92796	-	-
R-HSA-450890	"GRIK2 interacting proteins [plasma membrane]"	uniprot:P61601|uniprot:P78352|uniprot:P0DP23|uniprot:Q12959|uniprot:Q92796	-	-
R-HSA-450982	"IDH2 dimer [mitochondrial matrix]"	chebi:29035|uniprot:P48735	-	-
R-HSA-451008	"NNT dimer [mitochondrial inner membrane]"	uniprot:Q13423	-	-
R-HSA-451041	"FH tetramer [mitochondrial matrix]"	uniprot:P07954	-	-
R-HSA-451279	"Edited Kainate receptors [plasma membrane]"	uniprot:Q13002|chebi:17996|uniprot:P39086	R-HSA-451319|R-HSA-451324|R-HSA-451321	-
R-HSA-451281	"Kainate receptor-glutamate complex [plasma membrane]"	uniprot:Q13003|chebi:17996|uniprot:Q13002|uniprot:P39086|uniprot:Q16099|uniprot:P78352|uniprot:Q92796|uniprot:P61601|uniprot:P0DP23|uniprot:Q12959|uniprot:Q16478|chebi:29985	-	19342380
R-HSA-451304	"Edited Kainate Receptor-glutamate complex [plasma membrane]"	uniprot:Q13002|chebi:17996|uniprot:P39086|chebi:29985	R-HSA-451279|R-HSA-451319|R-HSA-451324|R-HSA-451321	19342380
R-HSA-451319	"Edited GRIK2 homomer [plasma membrane]"	uniprot:Q13002|chebi:17996	-	-
R-HSA-451321	"Edited GRIK1 homomer [plasma membrane]"	uniprot:P39086|chebi:17996	-	-
R-HSA-451324	"Edited GRIK1 and GRIK2 heteroteramer [plasma membrane]"	uniprot:Q13002|uniprot:P39086|chebi:17996	-	-
R-HSA-451352	"p-S144-PAK1:RAC1:GTP [cytosol]"	chebi:15996|uniprot:P63000|uniprot:Q13153	R-HSA-442641	-
R-HSA-451355	"DSCAM:DCC [plasma membrane]"	uniprot:O60469|uniprot:P43146	-	18585357
R-HSA-451387	"Nephrin dimer:adherins junction-associated proteins [plasma membrane]"	uniprot:O60500|uniprot:Q96J84|uniprot:Q86UL8|uniprot:Q13813|uniprot:Q01082|uniprot:Q08043|uniprot:P12814|uniprot:P35609|uniprot:O43707	R-HSA-373679|R-HSA-373670	15994232
R-HSA-451398	"Nephrin dimer:IQGAP1 [plasma membrane]"	uniprot:P46940|uniprot:O60500|uniprot:Q96J84	R-HSA-373679|R-HSA-373670	10611248|15331416|15634346|15994232
R-HSA-451410	"IRAK4: p-Pellino-1,2,3 [cytosol]"	uniprot:Q9NWZ3|uniprot:Q8N2H9|uniprot:Q96FA3|uniprot:Q9HAT8	-	-
R-HSA-451411	"hp-IRAK1: p-Pellino-1,2,(3) [cytosol]"	uniprot:Q8N2H9|uniprot:Q96FA3|uniprot:Q9HAT8|uniprot:P51617	-	-
R-HSA-451416	"IRAK4: Pellino-1,2,3 [cytosol]"	uniprot:Q9NWZ3|uniprot:Q9HAT8|uniprot:Q8N2H9|uniprot:Q96FA3	-	-
R-HSA-451420	"hp-IRAK1: Pellino-1,2,3 [cytosol]"	uniprot:Q9HAT8|uniprot:Q8N2H9|uniprot:Q96FA3|uniprot:P51617	-	-
R-HSA-451430	"p-Y1158,Y1176,Y1193,Y1217-NPHS1:KIRREL [plasma membrane]"	uniprot:O60500|uniprot:Q96J84	R-HSA-451723	-
R-HSA-451560	"Poly-K6-Ub-hp-IRAK1:CHUK:IKBKB:IKBKG [cytosol]"	uniprot:O14920|uniprot:O15111|uniprot:Q9Y6K9|uniprot:P51617	R-HSA-168113	19022706|16603398|18180283|16547522
R-HSA-451638	"NFKB1:MAP3K8:TNIP2 [cytosol]"	uniprot:P19838|uniprot:P41279|uniprot:Q8NFZ5	-	15699325|15169888|9950430|12667451|12832462
R-HSA-451719	"NPHS1 dimer:KIRREL2,KIRREL3 [plasma membrane]"	uniprot:O60500|uniprot:Q8IZU9|uniprot:Q6UWL6	R-HSA-373670	20233749|15843475
R-HSA-451720	"PI3K:CD2AP:p-Nephrin:Fyn:NEPH1 [plasma membrane]"	uniprot:P27986|uniprot:O00459|uniprot:P42336|uniprot:P42338|uniprot:Q9Y5K6|uniprot:O60500|uniprot:Q96J84|uniprot:P06241	R-HSA-74693|R-HSA-373680|R-HSA-374555|R-HSA-451430|R-HSA-451723	-
R-HSA-451723	"p-Y1158,Y1176,Y1193,Y1217-NPHS1:NPHS1 [plasma membrane]"	uniprot:O60500	-	-
R-HSA-4518564	"miR92b non-endonucleolytic minimal RISC [cytosol]"	mirbase:MI0003560|uniprot:Q9UL18|uniprot:Q9HCK5|uniprot:Q9H9G7	-	-
R-HSA-4518566	"miR92b endonucleolytic minimal RISC [cytosol]"	mirbase:MI0003560|uniprot:Q9UKV8	-	-
